-------------------这是一个nodejs测试文件------------------
NAME                      | DESCRIPTION          | AUTHOR          | DATE       | VERSION  | KEYWORDS
whathappened              | List up recently…    | =enobufs        | 2016-04-19 | 1.0.0    | npm update change history update date
whitesource               | Whitesource Node…    | =asafsavich…    | 2016-09-25 | 0.3.3    | whitesource npm bower
whoadb                    | Store and read JSON… | =narf           | 2013-11-27 | 0.1.3    | json file db database fs flatfile test testing
wiki-plugin-bikeshare     | Federated Wiki -…    | =wardcunningham | 2016-08-01 | 0.1.6    | bikeshare gbfs general bikeshare feed specification wiki federated wiki plugin
win-tfs                   | Windows Team…        | =suprsidr       | 2016-01-28 | 1.0.1    | TFS
winattr                   | Foolproof Windows®…  | =stevenvachon   | 2016-11-02 | 2.0.0    | attributes file fs fs-stat native ntfs windows
window-scroll             | Polyfill for…        | =parshap        | 2015-01-07 | 1.0.0    | scroll scrollX scrollY pageXOffset pageYOffset
windows-fs                | Windows utilities…   | =kanton-aargau  | 2016-05-09 | 1.2.0    | Windows cmd drive mount os directory size unc path
windows.devices.pointofse | Use the…             | =nadavbar       | 2014-10-10 | 0.1.6    | Windows.Devices.PointOfService Windows Devices PointOfService UnifiedPosErrorData BarcodeScannerStatusUpdatedEventArgs BarcodeSymbologies BarcodeScannerReport BarcodeScannerDataReceivedEventArgs BarcodeScannerErrorOccurredEventArgs BarcodeScannerImagePreviewReceivedEventArgs BarcodeScannerCapabilities BarcodeScanner ClaimedBarcodeScanner MagneticStripeReaderEncryptionAlgorithms MagneticStripeReaderCardTypes MagneticStripeReaderTrackData MagneticStripeReaderReport MagneticStripeReaderBankCardDataReceivedEventArgs MagneticStripeReaderAamvaCardDataReceivedEventArgs MagneticStripeReaderVendorSpecificCardDataReceivedEventArgs MagneticStripeReaderErrorOccurredEventArgs MagneticStripeReaderStatusUpdatedEventArgs MagneticStripeReaderCapabilities ClaimedMagneticStripeReader MagneticStripeReader UnifiedPosErrorSeverity UnifiedPosPowerReportingType UnifiedPosHealthCheckLevel UnifiedPosErrorReason MagneticStripeReaderAuthenticationLevel BarcodeScannerStatus MagneticStripeReaderStatus MagneticStripeReaderAuthenticationProtocol MagneticStripeReaderTrackIds MagneticStripeReaderErrorReportingType MagneticStripeReaderTrackErrorType NodeRT WinRT Microsoft
rvice                     |                      |                 |            |          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
windows.networking.socket | Use the…             | =nadavbar       | 2014-10-10 | 0.1.6    | Windows.Networking.Sockets Windows Networking Sockets ControlChannelTrigger IControlChannelTriggerEventDetails IControlChannelTriggerResetEventDetails DatagramSocketControl DatagramSocketInformation DatagramSocket DatagramSocketMessageReceivedEventArgs StreamSocketControl StreamSocketInformation StreamSocket StreamSocketListenerControl StreamSocketListenerInformation StreamSocketListener StreamSocketListenerConnectionReceivedEventArgs IWebSocketControl IWebSocketInformation IWebSocket WebSocketClosedEventArgs MessageWebSocketControl MessageWebSocketInformation MessageWebSocket MessageWebSocketMessageReceivedEventArgs StreamWebSocketControl StreamWebSocketInformation StreamWebSocket WebSocketKeepAlive SocketError WebSocketError ControlChannelTriggerStatus ControlChannelTriggerResourceType ControlChannelTriggerResetReason SocketMessageType SocketProtectionLevel SocketQualityOfService SocketErrorStatus SocketSslErrorSeverity RoundTripTimeStatistics BandwidthStatistics NodeRT WinRT Microsoft
s                         |                      |                 |            |          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
winfs                     | A Node.js file…      | =zerious        | 2014-06-14 | 0.0.0    | winfs
winject-load              | Library to use…      | =wmfsystem      | 2016-12-20 | 1.0.1    | Javascript ES6 Decorator component Dependency Injection
winston-node-monitor-ui   | Winston transport…   | =vigneshnrfs    | 2016-09-23 | 1.0.0    | winston winston-transport logs realtime-logs node-monitor-ui
wmctrl-pad                | WindowPad…           | =twolfson       | 2015-12-31 | 0.7.0    | wmctrl control window display linux x11
wng-fsgo                  | This package name…   | =npm            | 2017-01-05 | 0.0.1-s… | 
wng-live-avail            | Watchwith FSGO Live… | =watchwithbuild | 2016-12-07 | 0.3.0-S… | 
wng-live-tool             | Watchwith FSGO Live… | =watchwithnpm   | 2016-10-13 | 0.1.0-S… | 
wolfsay                   | Tell the wolf what…  | =ruprechtcua    | 2016-07-12 | 0.0.2    | cli-app cli bin yeoman yo cowsay say box message ansi
wolfsky7                  | concat string…       | =wolfsky7       | 2015-03-31 | 1.0.0    | easystringbuilder
wolfsoft                  | React Html5 Video…   | =donal99        | 2016-12-10 | 1.0.0    | React Video Player
woofr                     | Lightweight…         | =coderofsalvat… | 2016-12-08 | 1.1.1    | mobile tablet over the air updates cordova zepto webcomponents fastclick polyfills mobile offline webapp
worcinjs                  | WorcinJS is a fun…   | =citkatoe       | 2016-12-22 | 1.0.0    | cluster cli parsing cluster cron profiling pm2 forever-monitor gradeful-fs fbjs loose-envify ender jscs hint eslint enforce code style code standards code linter code checker code checker JavaScript Standard Style command cli database redis export import jsnext es6 eslintplugin selenium webdriverjs webdriver testing test angular connection-limit slow proxy yeoman-generator traffic API smartcity opendata cagliari profiler inspector debugger debug online
word-cloud                | A word cloud…        | =tafsiri        | 2016-02-04 | 0.0.3    | 
wordfs                    | A single player…     | =boopathi       | 2015-07-13 | 0.1.3    | 
wordpress-bootstrap-menu  |                      | =connexion…     | 2016-08-18 | 1.0.2    | 
work.flow                 | The unreleased…      | =defstream      | 2015-12-25 | 0.0.0    | workflow work flow process async asynchronous processing lib library parallel event wait await
worker-generate-previews  | CouchDB worker…      | =jo             | 2014-05-26 | 0.2.5    | CouchDB attachments couchdb-worker worker convert imagemagick image preview pdf
wps-kfs                   |                      | =redhu          | 2016-01-26 | 1.1.7    | kfs
wrightfile                | Wraps fs.writeFile,… | =fluidapps      | 2014-12-20 | 0.1.0    | fs writeFile write file mkdirp
write                     | Write files to…      | =doowb…         | 2016-11-18 | 0.3.2    | file filepath files filesystem folder fs fs.writeFile fs.writeFileSync path write
write-file-atomic-fsync   | Write a file…        | =charliehess    | 2017-01-14 | 0.0.1    | writeFile atomic
write-file-atomically     | Promisified version… | =shinnn         | 2016-03-02 | 1.0.0    | write output create fs file atomic atomically files async asynchronous asynchronously promise then
write-file-bluebird       | promise wrapper for… | =dentous        | 2016-10-01 | 1.0.5    | bluebird fs writeFile promise
write-file-utf8           | shortcut to…         | =fibo           | 2016-10-23 | 1.2.0    | fs utf8
write-files               | Write multiple…      | =shinnn         | 2015-10-02 | 1.0.0    | write output create fs file files parallel parallelly async asynchronous asynchronously multiple
write-json                | Write a JSON file…   | =jonschlinkert  | 2015-11-17 | 0.2.2    | file fs json object package path pkg stringify write
write-json-file           | Stringify and write… | =sindresorhus   | 2016-12-25 | 2.0.0    | write json stringify file fs graceful stable sort newline indent atomic atomically
write-pkg                 | Write a…             | =sindresorhus   | 2016-10-11 | 2.0.0    | json write stringify file fs graceful pkg package
write-to-path             | Given a file path,…  | =bclinkinbeard  | 2014-05-21 | 1.1.0    | fs path server
writefile                 | safer file writing…  | =jkroso         | 2016-11-04 | 0.2.8    | fs write file
writeson                  | Micro-module for…    | =nikeee         | 2016-10-25 | 1.0.1    | json write fs serialize stringify parse
ws-bower                  | WhiteSource Bower…   | =asafsavich…    | 2017-01-03 | 1.1.0    | whitesource npm bower
wsgif                     | A library for…       | =laginha        | 2016-12-02 | 1.0.0    | gif
wstrust                   | Authentication…      | =kidozen        | 2014-10-09 | 0.0.3    | ws-trust wstrust adfs identity federation office365 windows azure ad windows azure active directory
wstrust-client            | Simple WS-Trust…     | =leandrob       | 2012-06-25 | 0.0.1    | node.js ws-trust wstrust adfs identity federation
wt                        | wt: Simple dir…      | =fengmk2        | 2016-03-23 | 1.1.1    | watch watcher wt fs dir multi-watch subdir subdirectories
wtchr                     | Simple…              | =evanvosberg    | 2013-04-09 | 0.0.1    | watcher fs file directory event events system
wtfsdp                    | SDP parser, high…    | =luma           | 2016-04-24 | 1.0.0-p… | 
www-fs                    |                      | =habemus        | 2016-02-12 | 0.0.0    | 
www-fs2016                |                      |                 | 2016-06-25 |          | 
wxs-feed                  | WFS / WMS server     | =jjrv           | 2016-12-02 | 0.0.1    | gis ogc wfs wms
x-fs                      | A wrapper module of… | =nohsenc        | 2016-10-28 | 0.0.1    | fs file directory
xattr-file                | Create AppleDouble…  | =rolftimmermans | 2014-08-22 | 0.0.2    | 
xbdd-node                 | A node.js module to… | =marshallofsou… | 2015-03-13 | 1.0.0    | XBDD results cucumber cukes
xcraft-core-fs            | Xcraft fs helpers    | =samlebarbare…  | 2016-08-08 | 1.0.0    | xcraft helpers fs
xcssmatrix                | Cross-browser, spec… | =jfsiii         | 2013-05-08 | 0.2.2    | matrix CSS CSSMatrix WebKitCSSMatrix
